"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
"4,027",5.8,,"13,331",174,"AKA SueMo. 
 
This pale ale showcases the Citra and Mosaic hops for a well balanced beer that is delicate in body with a mild bitterness in the finish. Ferocious aromas of citrus and mango give way to PseudoSue's unique and refreshing taste that is clean and bright with just enough bite!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_435002.jpg",4.07,Toppling Goliath Mosaic Dry Hopped pseudoSue,33,99,false,Series,15,100,/beer/toppling-goliath-mosaic-dry-hopped-pseudosue/435002/
"4,028",5,,"6,469",150,American Pale Ale with Citra and Amarillo hops,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_332097.jpg",,Hill Farmstead Conduct of Life,117,99,false,,15,100,/beer/hill-farmstead-conduct-of-life/332097/
"4,029",5.2,,"6,469",156,"An American Pale Ale bittered, flavored, and dry hopped exclusively with Amarillo Hops.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_154174.jpg",,Hill Farmstead Amarillo Single Hop Pale Ale,81,99,false,,15,100,/beer/hill-farmstead-amarillo-single-hop-pale-ale/154174/
"4,030",6,,"8,447",180,"Our first run at an American Pale Ale.  Flavors and aromas of zesty citrus, passionfruit, and pine present themselves throughout.  A very subtle malt sweetness for balance, but this is intended to finish dry.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_167472.jpg",,Maine Beer MO,555,99,false,,15,100,/beer/maine-beer-mo/167472/
"4,031",5.6,,"13,400",168,"(American Pale Ale - 5.6% ABV) - Introducing Lights On - ??A modern American Pale Ale brewed to celebrate a new beginning here at Tree House! ??Lights On pours a gorgeous hazy orange in the glass, releasing an aroma filled with a bounty of sweet fresh fruit. ??We taste papaya, guava, and mango - a fresh and distinctive flavor profile that's wholly Tree House. Buoyed by a soft and fluffy mouthfeel, Lights On is a delight to drink. We're excited to share it with you!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_323559.jpg",,Tree House Lights On,114,99,false,,15,100,/beer/tree-house-lights-on/323559/
"4,032",5.8,,"13,418",174,"A refreshingly hoppy American pale ale, Little Rooster is another edition in our ""Small Bird Series"" of lower ABV offerings brewed for the summer. The nose is an intense, complex fusion of kiwi, citrus, and fresh hop. Candied peach, grape jam, and orange fill out the flavor profile, with a firm bitterness. Dry and effervescent, light to medium bodied.
 
ABV: 5.8% 
 
MALT: American 2-row Barley, Malted Oats, Dextrine, C-15
 
HOPS: Galaxy, Nelson Sauvin",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_220857.jpg",,Trillium Little Rooster,41,99,false,Series,15,100,/beer/trillium-little-rooster/220857/
"4,033",5.8,,"13,331",174,"pseudoSue double dry hopped with Citra. ""Double Citra"" is stamped on the neck of the bottle.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_422994.jpg",,Toppling Goliath pseudoSue - Citra Double Dry Hopped,104,99,false,Series,15,100,/beer/toppling-goliath-pseudosue--citra-double-dry-hopped/422994/
"4,034",6.6,,"13,418",198,"This progressive variation of Fort Point Pale Ale spotlights Enigma; a dynamic hop recently developed and cultivated in Australia. Engaging aromas of melon and stone fruit converge on the nose with an intriguing herbal essence in the backdrop. Ripe cantaloupe advances to the palate giving way to complementing flavors of light tropical fruit, blood orange, and a hint of spice. Enigma Dry Hopped Fort Point is medium in body with the distinctively mellow bitterness, gentle mouthfeel, and dry finish of our signature pale ale.
 
ABV: 6.6 %
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine
 
HOPS: Enigma, Columbus",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_376598.jpg",4.05,Trillium Fort Point Pale Ale - Enigma Dry Hopped,26,99,false,,15,100,/beer/trillium-fort-point-pale-ale--enigma-dry-hopped/376598/
"4,035",5.2,,"6,469",156,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_161309.jpg",,Hill Farmstead Galaxy Single Hop Pale Ale,50,99,false,,15,100,/beer/hill-farmstead-galaxy-single-hop-pale-ale/161309/
"4,036",5.7,,"13,418",171,"As we prepare to open our new facility in Canton, MA, we release our debut brew: Launch Beer. This special brew signifies a collective milestone for the entire Trillium team. Bright in appearance and light in body, this refreshing pale ale bursts with floral hop aromatics of honeysuckle and passion fruit. Featuring Mosaic/Citra in the dry hop and a crisp Pilsner malt backbone, Launch Beer exhibits graceful flavors of stone fruit and citrus with a satisfyingly sessionable bitterness. We raise a glass to you; the devoted community of supporters who have helped us make our dream a reality!
 
ABV: 5.7%
 
MALT: Pilsner, White Wheat, Carapils, C-15, Flaked Oats
 
HOPS: Mosaic, Citra, Columbus",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_377464.jpg",,Trillium Launch Beer,62,99,false,Special,15,100,/beer/trillium-launch-beer/377464/
"4,037",6.6,,"13,418",198,"This new version of our signature American pale ale is dry hopped with Nelson Sauvin hops. Enticingly hazy and blonde in appearance, the nose erupts with aromatics of lime zest, grape jam, and white peach. Flavors of tart citrus, white grape juice and stonefruit permeate the palate, balanced by a soft mouthfeel and dry finish.
 
ABV: 6.6 %
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine
 
HOPS: Nelson Sauvin, Columbus, Centennial",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_458185.jpg",4.06,Trillium Fort Point Pale Ale - Nelson Dry Hopped,28,99,false,Series,15,100,/beer/trillium-fort-point-pale-ale--nelson-dry-hopped/458185/
"4,038",5,,"6,469",150,"american pale ale brewed with simcoe, citra, mosaic.
 
First Brewed, April 2016",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_409339.jpg",,Hill Farmstead Sumner,134,99,false,,15,100,/beer/hill-farmstead-sumner/409339/
"4,039",5.7,,"3,211",171,Motueka and Citra hops provide a Satsuma zest nose with pleasantly bitter tropical tang and candy apricot on a familiar costal New Zealand hop flavor undertone. We had to sprinkle The Glow with a little Simcoe and Mosaic for some of that west coast darkness that we love.,38,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_306895.jpg",4.16,Cellarmaker The Glow,15,99,false,,15,100,/beer/cellarmaker-the-glow/306895/
"4,040",5.4,,"3,211",162,Do you want to climb Mt. Nelson? Nelson Sauvin single hop pale ale.,39,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_324564.jpg",4.01,Cellarmaker Mt. Nelson,34,99,false,,15,100,/beer/cellarmaker-mt-nelson/324564/
"4,041",5.2,,"13,274",156,"Our exceedingly aromatic American Pale Ale. Hopped with Amarillo, Centennial, and Columbus. Nuances of tangelo, under-ripe kiwi, and pine needles.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_173459.jpg",,Tired Hands HopHands,225,99,false,,15,100,/beer/tired-hands-hophands/173459/
"4,042",5.8,,"11,372",174,Simcoe Hop Pale Ale,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_164024.jpg",,Russian River Row 2/Hill 56,296,99,false,,15,100,/beer/russian-river-row-2-hill-56/164024/
"4,043",5,,"6,593",150,"Lush Land is a juicy, aromatic Pale Ale brewed with a large percentage of malted oats and generously dry hopped with Mosaic and Comet. Oh yeah - it's pretty dank, bro.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_443068.jpg",4.13,Holy Mountain Lush Land,15,99,false,,15,100,/beer/holy-mountain-lush-land/443068/
"4,044",6,,"10,606",180,"Our new 6% hoppy pale ale brewed with 2-row and wheat and hopped with Galaxy, Citra and Amarillo.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_294484.jpg",,Proclamation Derivative Galaxy Hopped Pale Ale,53,99,false,,15,100,/beer/proclamation-derivative-galaxy-hopped-pale-ale/294484/
"4,045",6.8,,"7,720",204,"An UnFiltered Born Again Pale Ale for all the wet hop lovers!
 
We've discovered that the Lagunitas brewers are part time alchemists... they've figured out how to keep wet hops wet all freakin' year long! The next beer in our 2016 #OneHitter Series is this Born Again Yesterday Pale Ale, which features a delicious concoction of wet hops, reborn and unfiltered into our Born Yesterday Pale Ale. Congrats... It's a beer again!
 
MORE ABOUT THE FREAKIN' WET HOPS:

To figure out this brand new wet hop preservation process, we had to forget everything that we already knew about how hops are processed and preserved. We tried 5 or 6 different things to try and achieve this process (some of which failed miserably), then we discovered a relatively simple process that deliberately did all the things that the textbooks told us not to do.
 
This new proprietary process involves a lot of time and money, and even more thinking about hops and freshness in new ways. From all of this, we found a brand-spankin'-new way to preserve the hops, fresh from the Yakima Valley trellises, first born during harvest season into the Born Yesterday last fall, and reborn into this scary new next step, the Born Again Yesterday Pale Ale, six months later, to the beer in your hands today.
 
ABV
7.5  
O.G.
1.065  
IBU
55  
 
Availability
May-June  
Introduced
5/2016",55,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_425060.jpg",,Lagunitas Born Again Yesterday,82,99,false,Summer,15,100,/beer/lagunitas-born-again-yesterday/425060/
"4,046",5.1,,"13,418",153,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_249957.jpg",4,Trillium Treecreeper,26,99,false,,15,100,/beer/trillium-treecreeper/249957/
"4,048",5.2,,"6,469",156,"A single hop pale ale bittered, flavored, and dry hopped exclusively with Riwaka hops. 
 
Brewed mid 2012. Re-Brewed mid-2016",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_135759.jpg",,Hill Farmstead Riwaka Single Hop Pale Ale,60,99,false,,15,100,/beer/hill-farmstead-riwaka-single-hop-pale-ale/135759/
"4,115",13.5,,"12,687",405,Mead with raspberries and white chocolate.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_258871.jpg",,Superstition Berry White,65,100,false,Special,93,100,/beer/superstition-berry-white/258871/
"4,049",6,,"5,343",180,"Cowiche Canyon Fresh Hop Ale is made from select organic hops grown in the famous Cowiche Canyon of the Yakima Valley. Fresh Hop ales are brewed with hops harvested and placed in our kettle within 24 hours. We use only fresh hops throughout this beer for a unique, once-a-year beer. We brew Cowiche Canyon ale in partnership with legendary hop-growing wizards from the Yakima Valley in a joint effort to launch a large-scale organic hop industry in Washington State??Because Organic Hops Matter. A portion of all sales goes toward the Cowiche Canyon Conservancy. 
Down & Dirty: Organic 2-Row Pale, Crystal, Carapils, and Vienna malts with Organic Citra and Simcoe hops ?? 120 lbs per batch. 
ABV: 6.0%",70,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_132887.jpg",,Fremont Cowiche Canyon - Citra & Simcoe (Fresh Hop),83,99,false,Autumn,15,100,/beer/fremont-cowiche-canyon--citra-simcoe-fresh-hop/132887/
"4,050",,,"13,331",,"Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_383757.jpg",,Toppling Goliath XHops Series - Gold,63,99,false,Series,15,100,/beer/toppling-goliath-xhops-series--gold/383757/
"4,051",6,,"10,269",180,"This American Pale Ale is fresh as they come and only being poured at select bars in Chicago. Brewed with Mosaic and Amarillo hops, Lizard King will be the perfect way to start (or end) your day.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_312611.jpg",,Pipeworks Lizard King,255,99,false,,15,100,/beer/pipeworks-lizard-king/312611/
"4,052",5.4,,"6,469",162,Single Hope Pale Ale brewed exclusively with Simcoe! 5.4% abv,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_151563.jpg",,Hill Farmstead Simcoe Single Hop Pale Ale,71,99,false,,15,100,/beer/hill-farmstead-simcoe-single-hop-pale-ale/151563/
"4,053",5.2,,"7,278",156,"Made with 100% Citra hops

Previously known as Hop Lab #9 - Citra Pale Ale",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_353297.jpg",3.94,Kane Sneakbox,33,99,false,Series,15,100,/beer/kane-sneakbox/353297/
"4,054",5.6,,"13,400",168,"Our modern take on an American Pale Ale features six hop varieties balanced by a crisp malt bill of pale and caramel malts. The beer is complexly aromatic, supremely hoppy, dry, and thirst-quenching. Sharp of grapefruit dance with notes of pine on the tongue before a firm citric bitterness finishes things off. A Tree House classic!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_210980.jpg",,Tree House Tornado,48,99,false,,15,100,/beer/tree-house-tornado/210980/
"4,055",5.6,,"13,274",168,"Double dry hopped with wet hops grown by Howard and Gale in New Paltz, NY",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_225478.jpg",4.12,Tired Hands Howard and Gale,12,99,false,,15,100,/beer/tired-hands-howard-and-gale/225478/
"4,057",6.5,,"13,331",195,XHops Red Redone,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_301368.jpg",,Toppling Goliath Sol Hunter Pale Ale,114,99,false,,15,100,/beer/toppling-goliath-sol-hunter-pale-ale/301368/
"4,058",5.2,,"9,392",156,"Soft, juicy pale ale with notes of ripe peach and citrus.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_254020.jpg",,Night Shift Whirlpool,122,99,false,Spring,15,100,/beer/night-shift-whirlpool/254020/
"4,059",5.5,,"13,274",165,"Communication is the Key conditioned on limes, vanilla beans, and graham crackers.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_236925.jpg",3.94,Tired Hands Communication is the Key Lime Pie,31,99,false,Special,15,100,/beer/tired-hands-communication-is-the-key-lime-pie/236925/
"4,061",6,,151,180,"AleSmith dialed in the recipe resulting in an extremely drinkable 6% ABV Pale Ale with light bitterness and accentuated hoppiness designed to fill the gap between AleSmith X Extra Pale Ale and AleSmith IPA. This San Diego Pale Ale will showcase abundant piney and citrusy hop aroma and flavor from an intense dry-hopping schedule. A balanced malt profile will round out these hoppy flavors with a biscuity finish to enhance drinkability throughout the innings.
 
The name ??394?? (.394) references the highest single-season batting average Gwynn set back in 1994. Note *** in 1941 Ted Williams batted .406, Williams was the last player to bat .400 in a season. ***.   Ready to be released at the June 6th Padres Beerfest, San Diego Pale Ale 394 will reflect the commitment to excellence shared by the legendary Tony Gwynn and the AleSmith team.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_267066.jpg",,AleSmith San Diego Pale Ale .394,218,98,false,,15,100,/beer/alesmith-san-diego-pale-ale-394/267066/
"4,071",6.5,909,910,195,"Our 'one year' lambic inspired beer, blended from barrels in the 9 - 16 month range that show characteristics reminiscent of the real thing.  Rustic barnyard funk, notes of aged hops, balanced lactic forward acidity, full mouth feel, crisp finish.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_437051.jpg",3.91,Beachwood Blendery Chaos is a Friend of Mine,16,97,false,,72,91,/beer/beachwood-blendery-chaos-is-a-friend-of-mine/437051/
"4,081",6.3,,"11,100",189,"Unlike conventional ales and lagers, which are fermented by carefully cultivated strains of brewer's yeasts, our award winning lambic beer is instead produced by exposing it to the wild yeasts and bacterias that are native to the Senne Valley, of Brussels, Belgium. It is this unusual process involving over a year of fermentation which gives this beer its distinctive flavor: DRY, VINOUS, and CIDERY, with a crisp sour aftertaste.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_142646.jpg",,Rivertown Lambic,222,95,false,,72,82,/beer/rivertown-lambic/142646/
"4,130",16,,"7,626",480,"This is Wildflower Mead, aged in a Bourbon barrel, then it is flavored with bananas, hazelnuts, Maple syrup and spices. Tasty!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_120401.jpg",,Kuhnhenn Bourbon Barrel French Toast Mead,145,100,false,Special,93,99,/beer/kuhnhenn-bourbon-barrel-french-toast-mead/120401/
"4,098",5.2,,"7,017",156,"A traditional lambic, golden in color, complex fruity aroma with distinct notes of hay and mild sourness in the flavor. 
Lambic served on draft",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_46298.jpg",3.76,Iron Hill Lambic,23,94,false,Special,72,73,/beer/iron-hill-lambic/46298/
"4,099",6,,"11,372",180,"100% spontaneously fermented single barrel sample aged 28 months.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_391669.jpg",3.65,Russian River Sonambic,20,90,false,Special,72,58,/beer/russian-river-sonambic/391669/
"4,102",,,"11,503",,Wild ale spontaneously fermented by wild yeast from a local apple orchard.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_124881.jpg",3.68,Santa Fe Wild Ale #5 (Tesuque Series),26,93,false,Special,72,70,/beer/santa-fe-wild-ale-5-tesuque-series/124881/
"4,117",13,,"12,687",390,"Mead made with Arizona Mesquite Honey and Raspberry Juice, aged in a Sandeman's Tawny Port Barrel.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_335468.jpg",4.45,Superstition Endovelicus,37,100,false,,93,100,/beer/superstition-endovelicus/335468/
"4,123",12,,"12,687",360,"Mead made with Arizona Mesquite Honey, Raspberry Juice and Belgian Dark Candi Sugar",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_335466.jpg",4.36,Superstition Framboesa Atando,35,100,false,,93,99,/beer/superstition-framboesa-atando/335466/
"4,125",13.5,,"12,687",405,"A blend of equal parts Berry White, Blue Berry White, Straw Berry White & Black Berry White.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_359366.jpg",,Superstition Grand Cru Berry,40,100,false,,93,99,/beer/superstition-grand-cru-berry/359366/
"4,126",13.5,,"12,687",405,American oak barrel aged dessert mead made with black berry juice and white chocolate.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_335471.jpg",,Superstition Black Berry White,48,100,false,,93,99,/beer/superstition-black-berry-white/335471/
"4,127",14,,"12,687",420,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_260186.jpg",4.35,Superstition Aphrodisia Pyment - Cabernet,23,100,false,,93,99,/beer/superstition-aphrodisia-pyment--cabernet/260186/
"4,132",13.5,,"12,687",405,Grand Cru Berry aged in a Bottle Logic Fundamental Observation barrel.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_462871.jpg",4.32,Superstition Grand Cru Berry FO Barrel Aged,24,100,false,Special,93,99,/beer/superstition-grand-cru-berry-fo-barrel-aged/462871/
"4,133",13.5,,"12,687",405,"40% Blue Berry White, 25% Straw Berry White, 20% Berry White, 15% Black Berry White...A special blend for 2016!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_462188.jpg",4.29,Superstition Grand Cuv??e 2016,27,100,false,Special,93,99,/beer/superstition-grand-cuvee-2016/462188/
"4,141",11,,"12,687",330,Trojniak style mead is a classic polish beverage. Made with honey from a small local producer: Bee Dudes. Made with pure ironwood honey,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_322486.jpg",4.26,Superstition Super Bee,17,100,false,,93,98,/beer/superstition-super-bee/322486/
"4,142",13.5,,"12,687",405,"Blackberry, Blueberry, Raspberry Mead",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_211340.jpg",,Superstition Marion Mead - Still,89,100,false,Summer,93,98,/beer/superstition-marion-mead--still/211340/
"4,143",14,,"7,626",420,This is Creme Sherry and maple syrup blended with our Sunflower Mead. Rich and nutty.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_171340.jpg",4.31,Kuhnhenn Maple Cream Sherry Pyment,13,100,false,,93,98,/beer/kuhnhenn-maple-cream-sherry-pyment/171340/
"4,144",14,,"12,687",420,Peach & apricot mead aged on Madagascar Bourbon vanilla beans and toasted oak barrel staves.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_399331.jpg",4.27,Superstition Fruit of Venus,16,100,false,Special,93,98,/beer/superstition-fruit-of-venus/399331/
"4,145",14,,"8,692",420,"Sweet Melissa is similar to Classic Mead, except that it has more honey and a much sweeter, distinctively honey finish. It is a heavy bodied and heavenly mead - definitely in the dessert category. It has slightly higher acidity than our drier meads; this balances out the sweetness.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_41648.jpg",,Medovina Sweet Melissa,101,100,false,,93,99,/beer/medovina-sweet-melissa/41648/
"4,146",14,,551,420,"Chocolate cherry chipotle mead aged in New Holland Dragon's Milk barrels, sweet",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_264909.jpg",,B. Nektar #dragonsarereal,78,100,false,Special,93,98,/beer/b-nektar-dragonsarereal/264909/
"4,147",13,,"12,687",390,"This batch of Aphrodisia (red wine grape pyment) was made by blending 3 sixty gallon New American Oak barrels of Aphrodisia equally, including the ingredients of Arizona Mesquite honey, Arizona Wildflower honey, and 3 California wine grape varietals (Cabernet, Pinot Noir & Syrah). Aphrodisia Batch 0611 on the Bottle.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_392813.jpg",,Superstition Aphrodisia Pyment - Cabernet/Pinot Noir/Syrah,41,100,false,Special,93,98,/beer/superstition-aphrodisia-pyment--cabernet-pinot-noir-syrah/392813/
"4,148",13,,"12,687",390,"Safe Word with coffee and Medjool dates, aged in oak.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_349793.jpg",4.11,Superstition Date Night,28,100,false,,93,98,/beer/superstition-date-night/349793/
"4,149",14,,"12,687",420,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_260184.jpg",4.22,Superstition Aphrodisia Pyment - Syrah/Grenache,16,100,false,,93,98,/beer/superstition-aphrodisia-pyment--syrah-grenache/260184/
"4,151",13,,"12,687",390,"Mead aged on peanuts and blueberry juice, which tastes amazingly like peanut butter and jelly.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_402282.jpg",4.06,Superstition Peanut Butter Jelly Crime,39,99,false,Special,93,98,/beer/superstition-peanut-butter-jelly-crime/402282/
"4,152",13.5,,"12,687",405,"Sparkling mead made with marionberries, raspberries, and blueberries",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_254973.jpg",4.05,Superstition Marion Mead - Sparkling,37,99,false,,93,98,/beer/superstition-marion-mead--sparkling/254973/
"4,153",16,,"7,626",480,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_142045.jpg",,Kuhnhenn Coconut Caramel Creme (Cream) Mead,40,99,false,Special,93,98,/beer/kuhnhenn-coconut-caramel-creme-cream-mead/142045/
"4,154",14,,"7,626",420,"Barrel Aged French Toast. This still mead is made with wildflower honey, a special blend of spices, gold in color, medium sweetness and body. A nice spiced aroma with some bourbon character in the finish. Serve @ 50F",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_279250.jpg",4.12,Kuhnhenn Bourbon Barrel Banana Bochet French Toast (B4FT) Mead,23,99,false,,93,98,/beer/kuhnhenn-bourbon-barrel-banana-bochet-french-toast-b4ft-mead/279250/
"4,155",14,,"12,687",420,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_260182.jpg",,Superstition Aphrodisia Pyment - Cabernet/Syrah,43,99,false,,93,98,/beer/superstition-aphrodisia-pyment--cabernet-syrah/260182/
"4,159",14,,551,420,"The sweet matches the heat in this brilliant wine with a kick. We started with Michigan wildflower honey and a ton of Michigan cherry juice. Once fermented, we added a lion's share of red chipotle peppers to give it a smokey character and medium spice level. A fantastic wine for dessert. Try pairing this with rich chocolate cake.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_235539.jpg",,B. Nektar Cherry Chipotle Mead,206,99,false,,93,97,/beer/b-nektar-cherry-chipotle-mead/235539/
"4,160",14,,551,420,"A traditional mead made with orange blossom honey. Aged for 18 months in oak barrels. For the first release in our Miel de Garde line, we used the highest quality orange blossom honey available, then aged it in a neutral American oak barrel for 18 months. The result is a bright aromatic, decadent mead made for sipping. Serve at cellar temperature.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_159837.jpg",,B. Nektar Miel de Garde #1,66,99,false,,93,97,/beer/b-nektar-miel-de-garde-1/159837/
"4,162",13,,"2,744",390,"This sumptuous slice of Americana comes straight from the heartland.  Our custom blend of locally-grown apples is the foundation of our Apple Pie.  Crafting this cyser requires balancing the cold-pressed apple cider with the perfect combination of rich spices and honey to deliver the great American dessert, Apple Pie, to your glass!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_112388.jpg",,Brothers Drake Apple Pie,51,99,false,Autumn,93,98,/beer/brothers-drake-apple-pie/112388/
"4,163",,,"11,316",,A traditional beer brewed by monks during Lent.  Our Bock is made using a blend of six malts resulting in a distinct malt flavor with a light burnt finish.  Lightly hopped.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_7240.jpg",3.84,Calumet Bock,28,97,false,Spring,1,100,/beer/calumet-bock/7240/
"4,164",7.3,,"9,329",219,"Hearty and full-bodied this is a ??Big?? bier. Brewed in the Reinheitsgebot tradition, our Bock comes by its mahogany hue naturally. 

You can expect this bier to be complex and smooth with deep chocolate and coffee undertones, complementing the rich bouquet.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_7468.jpg",,New Glarus Uff-da Bock,549,94,false,Winter,1,99,/beer/new-glarus-uff-da-bock/7468/
"4,168",5.8,,"1,774",174,"Samuel Adams?? partnered with Scharffen Berger Chocolate to develop their newest innovation, Samuel Adams?? Chocolate Bock.  Tettnang Tettnanger and Spalt hops were hand-selected from the world's oldest growing area and combined with a complex selection of malts including two row Pale, Munich and caramel to create a rich and satisfying brew.  This dark beer has a big, malty character that is combined with the subtle sweetness of chocolate.  The chocolatiers at Scharffen Berger crafted an exclusive blend of chocolate for Samuel Adams?? made with cocoa beans from Ghana called forastero.  Samuel Adams?? Chocolate Bock was aged on a bed of this chocolate to create its unique layers of flavor.  As the beer matured, the fruity, tart, earthy and chocolate aromas were infused into the liquid to give the brew a complex, full-bodied taste with a velvety finish.  A hint of vanilla was added to meld the symphony of flavors together.
Due to legal restrictions, Samuel Adams?? Chocolate Bock can not be sold in the states of Alabama, Louisiana, and Utah.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_29842.jpg",,Samuel Adams Chocolate Bock,"1,310",91,false,Special,1,99,/beer/samuel-adams-chocolate-bock/29842/
"4,170",7,,"5,411",210,"A new holiday beer for our Limited Edition Lager series.  LTD 06 is a black bock that is lush and full bodied with hints of roast, coffee, and chocolate in the aroma followed by flavors of caramel and figs with a long creamy smooth finish. LTD 06 is brewed as a Czech style Cern?? Speci??ln?? with 2 row Pale, Munich, Caramel, and Chocolate Malts and hopped with Santiam and Perle hops. ABV 7.0% IBU 34",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_188009.jpg",,Full Sail Limited Edition Lager (LTD 06),135,92,false,,1,99,/beer/full-sail-limited-edition-lager-ltd-06/188009/
"4,173",6.3,,"5,220",189,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_33911.jpg",,Fort Collins Maibock (Spring Bock),137,90,false,Spring,1,99,/beer/fort-collins-maibock-spring-bock/33911/
"4,177",5,,"10,312",150,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_209279.jpg",3.66,Pizza Boy Chocolate & Nuts,13,88,false,,1,98,/beer/pizza-boy-chocolate-nuts/209279/
